table_name,column_name,data_type,character_maximum_length,is_nullable,field_name
table207,column44271,double precision,,YES,Custom Double 7
table207,column46633,double precision,,YES,GST Discount Percentage
table207,column48449,double precision,,YES,Level2
table207,column48450,double precision,,YES,Level3
table207,column48451,double precision,,YES,Level4
table207,column48523,double precision,,YES,Land Cost
table207,column48524,double precision,,YES,Construction Cost
table207,column50145,double precision,,YES,GST Tax Rate
table207,column50146,double precision,,YES,GST Amount
table207,column50147,double precision,,YES,Grand Sale Value
table207,column50473,double precision,,YES,Basic Rate
table207,column53035,double precision,,YES,SPERSONCD
table207,column53045,double precision,,YES,REVNO
table207,column53046,double precision,,YES,ADJAMT
table207,column53049,double precision,,YES,BROKASSAMT
table207,column53050,double precision,,YES,OFFEREDDISAMT
table207,column53051,double precision,,YES,BROKERAGENETAMT
table207,column53052,double precision,,YES,BROKERAGEAMT
table207,column53060,double precision,,YES,BROKARAGESQFTAMT
table207,column53209,double precision,,YES,Total Discount Amount
table207,column53303,double precision,,YES,Current Percentage Due
table207,column54714,double precision,,YES,Tax Code Amount
table207,column54918,double precision,,YES,Sale Value Before Discount1
table207,column54919,double precision,,YES,Sale Value After Discuount1
table207,column54920,double precision,,YES,Total Schedule Amount1
table207,column55542,double precision,,YES,Actual Plot Area
table207,column60075,double precision,,YES,RERA Carpet Area Sq Mtrs
table207,column60085,double precision,,YES,Floor Rise Rate
table207,column62857,double precision,,YES,Annexure GST Amount
table207,column62858,double precision,,YES,Total GST Amount
table207,column63509,double precision,,YES,Mezzanine Area
table207,column63510,double precision,,YES,Mezzanine Area in SQMT
table207,column63511,double precision,,YES,Garden Area in Sq.mtrs
table207,column63512,double precision,,YES,Garden Area in Sq.ft
table208,id,bigint,,NO,id
table208,column2687,text,,YES,Broker Company Name
table208,column3643,text,,YES,Agent Name
table208,column2689,text,,YES,Contact Person2
table208,column2690,text,,YES,Address
table208,column3644,text,,YES,Location
table208,column2692,text,,YES,City
table208,column2693,text,,YES,State
table208,column2694,text,,YES,Country
table208,column3943,text,,YES,Pincode
table208,column2695,text,,YES,Mobile1
table208,column2696,text,,YES,Mobile2
table208,column2697,text,,YES,Telephone
table208,column2698,text,,YES,E-Mail
table208,column2700,text,,YES,Deal with
table208,column2701,text,,YES,Dealing Locations
table208,column7973,text,,YES,Tax Category
table208,column7975,text,,YES,Company Status
table208,column2702,text,,YES,PAN No.
table208,column10694,text,,YES,Category of S.Tax
table208,column2703,text,,YES,Service Tax No
table208,column4136,text,,YES,Website
table208,created_by,character varying,255,YES,created_by
table208,created_date,timestamp without time zone,,YES,created_date
table208,modified_by,character varying,255,YES,modified_by
table208,modified_date,timestamp without time zone,,YES,modified_date
table208,column31817,text,,YES,Name of Company
table208,column4020,double precision,,YES,Broker Balance
table208,state,bigint,,YES,status
table208,stateownerid,bigint,,YES,stateownerid
table286,column71990,text,,YES,Merge Status
table231,column69705,timestamp without time zone,,YES,Grace Date
table286,column68387,text,,YES,Lead Type
table286,column69817,text,,YES,Lead State
table286,column68391,text,,YES,Channel Partner Name
table286,column68392,text,,YES,CP Contect Person Name
table286,column68393,text,,YES,CP Mobile No.
table286,column65147,text,,YES,Other Source
table286,column64669,text,,YES,Time Zone
table286,column64618,text,,YES,UOM
table286,column64621,text,,YES,Unit 1
table286,column64554,double precision,,YES,Area Sq.ft 1
table286,column65150,double precision,,YES,Visit Count
table286,column64671,text,,YES,Min Estimated Budget
table286,column64672,text,,YES,Max Estimated Budget
table286,column64625,text,,YES,Min Possession
table286,column64626,text,,YES,Max Possession
table286,column64670,text,,YES,Location Preference
table301,column69667,text,,YES,Collected By
table207,column65684,double precision,,YES,Annexure Due Amt
table207,column65683,double precision,,YES,Annexure GST Amount
table207,column69595,text,,YES,Exceed Rera Demand Limit
table288,column65502,text,,YES,Property Types
table288,column65499,text,,YES,Interested In
table355,column70107,double precision,,YES,Reminder 2
table355,column70108,double precision,,YES,Reminder 3
table355,column70109,double precision,,YES,Reminder 4
table355,column70024,boolean,,YES,Drip Marketing1
table355,column70018,double precision,,YES,Reminder 1
table355,column70019,double precision,,YES,Reminder 2
table355,column70017,timestamp without time zone,,YES,Installment Date
table355,column70016,boolean,,YES,Installment
table355,column70020,double precision,,YES,Reminder 3
table355,column70021,double precision,,YES,Reminder 4
table355,column70022,double precision,,YES,Reminder 5
table355,column70106,double precision,,YES,Reminder 1
table221,id,bigint,,NO,id
table221,column4426,text,,YES,P.O. No@S/PO/S/Y/S/4
table221,column4427,timestamp without time zone,,YES,P.O. Date
table221,column11535,text,,YES,Quotation Reg No
table221,column21775,text,,YES,Amend PO No.
table221,column4428,text,,YES,Name of Company
table221,column2028,text,,YES,Supplier Name
table221,column4429,text,,YES,Company Code
table221,column4430,text,,YES,Project Name
table221,column11603,text,,YES,Project Address
table221,column11604,text,,YES,Site Contact
table221,column6869,text,,YES,PO in the name of
table221,column3583,text,,YES,Phone No
table221,column4433,text,,YES,Mobile No
table221,column8157,text,,YES,Email
table221,column6622,text,,YES,Supp Location
table221,column4432,text,,YES,Supplier Code
table221,column2032,text,,YES,Contact Person
table221,column11605,text,,YES,Fax No
table221,column6994,text,,YES,Tax Status
table221,column11540,text,,YES,Contractor Name
table221,column7483,text,,YES,G.R. No
table221,column10305,text,,YES,From P.R. No
table221,column11624,timestamp without time zone,,YES,P.R.Date
table221,column11627,text,,YES,Terms Group Name
table221,column11628,text,,YES,Terms and Conditions
table221,column6602,text,,YES,Installation Narration
table221,column10136,text,,YES,Loading Narration
table221,column6604,text,,YES,Freight Narration
table221,column10139,text,,YES,Weighing Narration
table221,column6603,text,,YES,Unloading Narration
table221,column6876,text,,YES,Payment Term
table221,column10056,text,,YES,Terms and Condition1
table221,column6605,text,,YES,Narration
table221,column11460,text,,YES,Terms And Conditions File
table221,column4442,text,,YES,Delivery Days
table221,column18596,text,,YES,Delivery Address
table221,column11534,text,,YES,Remarks
table221,created_by,character varying,255,YES,created_by
table221,created_date,timestamp without time zone,,YES,created_date
table221,modified_by,character varying,255,YES,modified_by
table221,modified_date,timestamp without time zone,,YES,modified_date
table221,column29976,text,,YES,Note On PO
table221,column30564,text,,YES,Comperative Statement No
table221,column34752,text,,YES,PO Type
table221,column38186,text,,YES,Payment Mode
table221,column39875,text,,YES,Filter Item Groups For Infrabasic
table221,column39876,text,,YES,Filter Item Descriptions For Infrabasic
table221,column41680,text,,YES,Module Name
table221,column41681,text,,YES,Location Project Name
table221,column40726,text,,YES,Import PO
table221,column40727,text,,YES,Currency
table221,column41913,text,,YES,Company Currency
table221,column37174,text,,YES,Branch
table221,column18597,text,,YES,Empty3
table221,column42711,text,,YES,HSN/SAC Code for Tax On Transportation
table221,column42712,text,,YES,Tax Code for Tax On Transportation
table221,column48695,text,,YES,Location
table221,column48696,text,,YES,GST No.
table221,column61397,text,,YES,Update Terms File
table221,column61207,text,,YES,Amended P.O. No
table221,column4434,double precision,,YES,Total Amt
table221,column4541,double precision,,YES,Installation Chgs
table221,column10137,double precision,,YES,Lumpsum Loading/Unloading Chgs
table221,column4545,double precision,,YES,Lumpsum Freight Chgs
table221,column10140,double precision,,YES,Weighing Chgs
table221,column4543,double precision,,YES,Lumpsum Other Chgs
table221,column5260,double precision,,YES,Net Bill Amt
table221,column6629,double precision,,YES,Amt Paid
table221,column6704,double precision,,YES,Total Bill Received
table221,column8954,bigint,,YES,Payment Days After Bill
table221,state,bigint,,YES,status
table221,stateownerid,bigint,,YES,stateownerid
table221,column32969,double precision,,YES,Total Discount Amt
table221,column32970,double precision,,YES,Excise Amt
table221,column32971,double precision,,YES,VAT Amt
table221,column36638,double precision,,YES,Total Amount
table221,column37141,boolean,,YES,Email Enabler
table221,column38187,double precision,,YES,LC Days
table221,column40877,double precision,,YES,Total Tax Code Amount
table221,column40728,double precision,,YES,Conversion Rate
table221,column42713,double precision,,YES,Tax Code Amount for Tax On Transportation
table221,column42714,double precision,,YES,Tax On Transportation Principal Amount
table221,column42715,boolean,,YES,Additional Transportation Service Tax / GST Applicable
table221,column47373,double precision,,YES,Net Amount
table221,column56789,double precision,,YES,Foreign Amount
table237,id,bigint,,NO,id
table237,column2022,text,,YES,Sr
table237,column6638,text,,YES,Item Group
table237,column4418,text,,YES,Item Desc
table237,column4420,text,,YES,Item Brand
table237,column8997,text,,YES,Item Remarks
table237,column21312,text,,YES,Open
table237,column4421,text,,YES,Unit
table237,column10146,timestamp without time zone,,YES,Due On
table237,column15302,text,,YES,P.RNo
table237,column20198,text,,YES,VAT Type
table237,column4419,text,,YES,Item Specification
table237,column2035,bigint,,YES,Purchase Order Entries
table237,created_by,character varying,255,YES,created_by
table237,created_date,timestamp without time zone,,YES,created_date
table237,modified_by,character varying,255,YES,modified_by
table237,modified_date,timestamp without time zone,,YES,modified_date
table237,column27091,text,,YES,Vat On All
table237,column30719,text,,YES,Activity Name
table237,column31249,timestamp without time zone,,YES,PO Open Till Date
table237,column32834,text,,YES,Purchase Category
table237,column34753,text,,YES,Exchange Currency
table237,column36179,text,,YES,Secondary Unit
table237,column38128,text,,YES,Bill Rate Editable
table237,column40848,text,,YES,HSN Code
table237,column40849,text,,YES,Tax Code
table237,column42003,text,,YES,Gst Applicable
table237,column50800,timestamp without time zone,,YES,PO Expiry Date
table237,column2024,double precision,,YES,Qty
table237,column4425,double precision,,YES,Approved Qty
table237,column20676,double precision,,YES,Basic Rate
table237,column2025,double precision,,YES,Rate
table237,column8136,double precision,,YES,Amt
table237,column4422,double precision,,YES,Discount Perc.
table237,column6871,double precision,,YES,Discount Amt
table237,column10141,double precision,,YES,Excise Duty Rate
table237,column10142,double precision,,YES,Excise Duty Amt
table237,column18657,double precision,,YES,Freight Chgs
table237,column18654,double precision,,YES,Others Chgs
table237,column4423,double precision,,YES,Vat Rate
table237,column8135,double precision,,YES,Vat Amt
table237,column18625,double precision,,YES,CESS Rate
